m_idx,a_idx,z_idx,m_val,a_val,z_val,c,m_prime,a_prime,adjust_flag
17,20,1,0.17151,26.2985,1.2,1.19569,0.177532,27.6134,0
18,20,1,0.577701,26.2985,1.2,1.21755,0.565926,27.6134,0
19,20,1,1.03163,26.2985,1.2,1.24066,1.00128,27.6134,0
20,20,1,1.53594,26.2985,1.2,1.26509,1.48621,27.6134,0
21,20,1,2.09329,26.2985,1.2,1.29084,2.02339,27.6134,0
22,20,1,2.70634,26.2985,1.2,1.31791,2.61549,27.6134,0
23,20,1,3.37773,26.2985,1.2,1.3463,3.2652,27.6134,0
24,20,1,4.11011,26.2985,1.2,1.37604,3.97517,27.6134,0
25,20,1,4.90614,26.2985,1.2,1.40712,4.74807,27.6134,0
26,20,1,5.76846,26.2985,1.2,1.43958,5.58657,27.6134,0
27,20,1,6.69974,26.2985,1.2,1.47343,6.49331,27.6134,0
28,20,1,7.70262,26.2985,1.2,1.50868,7.47097,27.6134,0
29,20,1,8.77976,26.2985,1.2,1.54538,8.52217,27.6134,0
30,20,1,9.9338,26.2985,1.2,1.58356,9.64959,27.6134,0
31,20,1,11.1674,26.2985,1.2,1.62323,10.8559,27.6134,0
32,20,1,12.4832,26.2985,1.2,1.66444,12.1436,27.6134,0
33,20,1,13.8839,26.2985,1.2,1.70722,13.5155,27.6134,0
34,20,1,15.3721,26.2985,1.2,1.75161,14.9742,27.6134,0
35,20,1,16.9504,26.2985,1.2,1.79765,16.5223,27.6134,0
36,20,1,18.6216,26.2985,1.2,1.84538,18.1625,27.6134,0
37,20,1,20.3883,26.2985,1.2,1.89484,19.8973,27.6134,0
38,20,1,22.253,26.2985,1.2,1.94608,21.7295,27.6134,0
39,20,1,24.2186,26.2985,1.2,1.99914,23.6616,27.6134,0
40,20,1,26.2875,26.2985,1.2,2.05407,25.6963,27.6134,0
41,20,1,28.4626,26.2985,1.2,2.11091,27.8363,27.6134,0
42,20,1,30.7464,26.2985,1.2,2.16972,30.0841,27.6134,0
43,20,1,33.1415,26.2985,1.2,2.23054,32.4424,27.6134,0
44,20,1,35.6507,26.2985,1.2,2.29342,34.9138,27.6134,0
45,20,1,38.2766,26.2985,1.2,2.35842,37.5009,27.6134,0
46,20,1,41.0218,26.2985,1.2,2.42557,40.2064,27.6134,0
47,20,1,43.889,26.2985,1.2,2.49495,43.0329,27.6134,0
48,20,1,46.8809,26.2985,1.2,2.56659,45.9831,27.6134,0
49,20,1,50,26.2985,1.2,2.64056,49.0594,27.6134,0
0,21,1,-2,28.9941,1.2,1.03647,-1.85647,30.4438,0
1,21,1,-1.99956,28.9941,1.2,1.03652,-1.85607,30.4438,0
2,21,1,-1.99646,28.9941,1.2,1.03691,-1.85334,30.4438,0
3,21,1,-1.98807,28.9941,1.2,1.03794,-1.84588,30.4438,0
4,21,1,-1.97171,28.9941,1.2,1.03982,-1.83125,30.4438,0
5,21,1,-1.94475,28.9941,1.2,1.04291,-1.80711,30.4438,0
6,21,1,-1.90453,28.9941,1.2,1.0475,-1.77108,30.4438,0
7,21,1,-1.8484,28.9941,1.2,1.05333,-1.72021,30.4438,0
8,21,1,-1.7737,28.9941,1.2,1.06082,-1.65226,30.4438,0
9,21,1,-1.67779,28.9941,1.2,1.06986,-1.56442,30.4438,0
10,21,1,-1.55801,28.9941,1.2,1.08033,-1.45392,30.4438,0
11,21,1,-1.41171,28.9941,1.2,1.0924,-1.31823,30.4438,0
12,21,1,-1.23624,28.9941,1.2,1.10602,-1.15462,30.4438,0
13,21,1,-1.02894,28.9941,1.2,1.12113,-0.960359,30.4438,0
14,21,1,-0.787172,28.9941,1.2,1.13768,-0.732728,30.4438,0
15,21,1,-0.508275,28.9941,1.2,1.15565,-0.469009,30.4438,0
16,21,1,-0.189598,28.9941,1.2,1.175,-0.166492,30.4438,0
17,21,1,0.17151,28.9941,1.2,1.19569,0.177532,30.4438,0
18,21,1,0.577701,28.9941,1.2,1.21755,0.565926,30.4438,0
19,21,1,1.03163,28.9941,1.2,1.24066,1.00128,30.4438,0
20,21,1,1.53594,28.9941,1.2,1.26509,1.48621,30.4438,0
21,21,1,2.09329,28.9941,1.2,1.29084,2.02339,30.4438,0
22,21,1,2.70634,28.9941,1.2,1.31791,2.61549,30.4438,0
23,21,1,3.37773,28.9941,1.2,1.3463,3.2652,30.4438,0
24,21,1,4.11011,28.9941,1.2,1.37604,3.97517,30.4438,0
25,21,1,4.90614,28.9941,1.2,1.40712,4.74807,30.4438,0
26,21,1,5.76846,28.9941,1.2,1.43958,5.58657,30.4438,0
27,21,1,6.69974,28.9941,1.2,1.47343,6.49331,30.4438,0
28,21,1,7.70262,28.9941,1.2,1.50868,7.47097,30.4438,0
29,21,1,8.77976,28.9941,1.2,1.54538,8.52217,30.4438,0
30,21,1,9.9338,28.9941,1.2,1.58356,9.64959,30.4438,0
31,21,1,11.1674,28.9941,1.2,1.62323,10.8559,30.4438,0
32,21,1,12.4832,28.9941,1.2,1.66444,12.1436,30.4438,0
33,21,1,13.8839,28.9941,1.2,1.70722,13.5155,30.4438,0
34,21,1,15.3721,28.9941,1.2,1.75161,14.9742,30.4438,0
35,21,1,16.9504,28.9941,1.2,1.79765,16.5223,30.4438,0
36,21,1,18.6216,28.9941,1.2,1.84538,18.1625,30.4438,0
37,21,1,20.3883,28.9941,1.2,1.89484,19.8973,30.4438,0
38,21,1,22.253,28.9941,1.2,1.94608,21.7295,30.4438,0
39,21,1,24.2186,28.9941,1.2,1.99914,23.6616,30.4438,0
40,21,1,26.2875,28.9941,1.2,2.05407,25.6963,30.4438,0
41,21,1,28.4626,28.9941,1.2,2.11091,27.8363,30.4438,0
42,21,1,30.7464,28.9941,1.2,2.16972,30.0841,30.4438,0
43,21,1,33.1415,28.9941,1.2,2.23054,32.4424,30.4438,0
44,21,1,35.6507,28.9941,1.2,2.29342,34.9138,30.4438,0
45,21,1,38.2766,28.9941,1.2,2.35842,37.5009,30.4438,0
46,21,1,41.0218,28.9941,1.2,2.42557,40.2064,30.4438,0
47,21,1,43.889,28.9941,1.2,2.49495,43.0329,30.4438,0
48,21,1,46.8809,28.9941,1.2,2.56659,45.9831,30.4438,0
49,21,1,50,28.9941,1.2,2.64056,49.0594,30.4438,0
0,22,1,-2,31.8212,1.2,1.03647,-1.85647,33.4122,0
1,22,1,-1.99956,31.8212,1.2,1.03652,-1.85607,33.4122,0
2,22,1,-1.99646,31.8212,1.2,1.03691,-1.85334,33.4122,0
3,22,1,-1.98807,31.8212,1.2,1.03794,-1.84588,33.4122,0
4,22,1,-1.97171,31.8212,1.2,1.03982,-1.83125,33.4122,0
5,22,1,-1.94475,31.8212,1.2,1.04291,-1.80711,33.4122,0
6,22,1,-1.90453,31.8212,1.2,1.0475,-1.77108,33.4122,0
7,22,1,-1.8484,31.8212,1.2,1.05333,-1.72021,33.4122,0
8,22,1,-1.7737,31.8212,1.2,1.06082,-1.65226,33.4122,0
9,22,1,-1.67779,31.8212,1.2,1.06986,-1.56442,33.4122,0
10,22,1,-1.55801,31.8212,1.2,1.08033,-1.45392,33.4122,0
11,22,1,-1.41171,31.8212,1.2,1.0924,-1.31823,33.4122,0
12,22,1,-1.23624,31.8212,1.2,1.10602,-1.15462,33.4122,0
13,22,1,-1.02894,31.8212,1.2,1.12113,-0.960359,33.4122,0
14,22,1,-0.787172,31.8212,1.2,1.13768,-0.732728,33.4122,0
15,22,1,-0.508275,31.8212,1.2,1.15565,-0.469009,33.4122,0
16,22,1,-0.189598,31.8212,1.2,1.175,-0.166492,33.4122,0
17,22,1,0.17151,31.8212,1.2,1.19569,0.177532,33.4122,0
18,22,1,0.577701,31.8212,1.2,1.21755,0.565926,33.4122,0
19,22,1,1.03163,31.8212,1.2,1.24066,1.00128,33.4122,0
20,22,1,1.53594,31.8212,1.2,1.26509,1.48621,33.4122,0
21,22,1,2.09329,31.8212,1.2,1.29084,2.02339,33.4122,0
22,22,1,2.70634,31.8212,1.2,1.31791,2.61549,33.4122,0
23,22,1,3.37773,31.8212,1.2,1.3463,3.2652,33.4122,0
24,22,1,4.11011,31.8212,1.2,1.37604,3.97517,33.4122,0
25,22,1,4.90614,31.8212,1.2,1.40712,4.74807,33.4122,0
26,22,1,5.76846,31.8212,1.2,1.43958,5.58657,33.4122,0
27,22,1,6.69974,31.8212,1.2,1.47343,6.49331,33.4122,0
28,22,1,7.70262,31.8212,1.2,1.50868,7.47097,33.4122,0
29,22,1,8.77976,31.8212,1.2,1.54538,8.52217,33.4122,0
30,22,1,9.9338,31.8212,1.2,1.58356,9.64959,33.4122,0
31,22,1,11.1674,31.8212,1.2,1.62323,10.8559,33.4122,0
32,22,1,12.4832,31.8212,1.2,1.66444,12.1436,33.4122,0
33,22,1,13.8839,31.8212,1.2,1.70722,13.5155,33.4122,0
34,22,1,15.3721,31.8212,1.2,1.75161,14.9742,33.4122,0
35,22,1,16.9504,31.8212,1.2,1.79765,16.5223,33.4122,0
36,22,1,18.6216,31.8212,1.2,1.84538,18.1625,33.4122,0
37,22,1,20.3883,31.8212,1.2,1.89484,19.8973,33.4122,0
38,22,1,22.253,31.8212,1.2,1.94608,21.7295,33.4122,0
39,22,1,24.2186,31.8212,1.2,1.99914,23.6616,33.4122,0
40,22,1,26.2875,31.8212,1.2,2.05407,25.6963,33.4122,0
41,22,1,28.4626,31.8212,1.2,2.11091,27.8363,33.4122,0
42,22,1,30.7464,31.8212,1.2,2.16972,30.0841,33.4122,0
43,22,1,33.1415,31.8212,1.2,2.23054,32.4424,33.4122,0
44,22,1,35.6507,31.8212,1.2,2.29342,34.9138,33.4122,0
45,22,1,38.2766,31.8212,1.2,2.35842,37.5009,33.4122,0
46,22,1,41.0218,31.8212,1.2,2.42557,40.2064,33.4122,0
47,22,1,43.889,31.8212,1.2,2.49495,43.0329,33.4122,0
48,22,1,46.8809,31.8212,1.2,2.56659,45.9831,33.4122,0
49,22,1,50,31.8212,1.2,2.64056,49.0594,33.4122,0
0,23,1,-2,34.7798,1.2,1.03647,-1.85647,36.5187,0
1,23,1,-1.99956,34.7798,1.2,1.03652,-1.85607,36.5187,0
2,23,1,-1.99646,34.7798,1.2,1.03691,-1.85334,36.5187,0
3,23,1,-1.98807,34.7798,1.2,1.03794,-1.84588,36.5187,0
4,23,1,-1.97171,34.7798,1.2,1.03982,-1.83125,36.5187,0
5,23,1,-1.94475,34.7798,1.2,1.04291,-1.80711,36.5187,0
6,23,1,-1.90453,34.7798,1.2,1.0475,-1.77108,36.5187,0
7,23,1,-1.8484,34.7798,1.2,1.05333,-1.72021,36.5187,0
8,23,1,-1.7737,34.7798,1.2,1.06082,-1.65226,36.5187,0
9,23,1,-1.67779,34.7798,1.2,1.06986,-1.56442,36.5187,0
10,23,1,-1.55801,34.7798,1.2,1.08033,-1.45392,36.5187,0
11,23,1,-1.41171,34.7798,1.2,1.0924,-1.31823,36.5187,0
12,23,1,-1.23624,34.7798,1.2,1.10602,-1.15462,36.5187,0
13,23,1,-1.02894,34.7798,1.2,1.12113,-0.960359,36.5187,0
14,23,1,-0.787172,34.7798,1.2,1.13768,-0.732728,36.5187,0
15,23,1,-0.508275,34.7798,1.2,1.15565,-0.469009,36.5187,0
16,23,1,-0.189598,34.7798,1.2,1.175,-0.166492,36.5187,0
17,23,1,0.17151,34.7798,1.2,1.19569,0.177532,36.5187,0
18,23,1,0.577701,34.7798,1.2,1.21755,0.565926,36.5187,0
19,23,1,1.03163,34.7798,1.2,1.24066,1.00128,36.5187,0
20,23,1,1.53594,34.7798,1.2,1.26509,1.48621,36.5187,0
21,23,1,2.09329,34.7798,1.2,1.29084,2.02339,36.5187,0
22,23,1,2.70634,34.7798,1.2,1.31791,2.61549,36.5187,0
23,23,1,3.37773,34.7798,1.2,1.3463,3.2652,36.5187,0
24,23,1,4.11011,34.7798,1.2,1.37604,3.97517,36.5187,0
25,23,1,4.90614,34.7798,1.2,1.40712,4.74807,36.5187,0
26,23,1,5.76846,34.7798,1.2,1.43958,5.58657,36.5187,0
27,23,1,6.69974,34.7798,1.2,1.47343,6.49331,36.5187,0
28,23,1,7.70262,34.7798,1.2,1.50868,7.47097,36.5187,0
29,23,1,8.77976,34.7798,1.2,1.54538,8.52217,36.5187,0
30,23,1,9.9338,34.7798,1.2,1.58356,9.64959,36.5187,0
31,23,1,11.1674,34.7798,1.2,1.62323,10.8559,36.5187,0
32,23,1,12.4832,34.7798,1.2,1.66444,12.1436,36.5187,0
33,23,1,13.8839,34.7798,1.2,1.70722,13.5155,36.5187,0
34,23,1,15.3721,34.7798,1.2,1.75161,14.9742,36.5187,0
35,23,1,16.9504,34.7798,1.2,1.79765,16.5223,36.5187,0
36,23,1,18.6216,34.7798,1.2,1.84538,18.1625,36.5187,0
37,23,1,20.3883,34.7798,1.2,1.89484,19.8973,36.5187,0
38,23,1,22.253,34.7798,1.2,1.94608,21.7295,36.5187,0
39,23,1,24.2186,34.7798,1.2,1.99914,23.6616,36.5187,0
40,23,1,26.2875,34.7798,1.2,2.05407,25.6963,36.5187,0
41,23,1,28.4626,34.7798,1.2,2.11091,27.8363,36.5187,0
42,23,1,30.7464,34.7798,1.2,2.16972,30.0841,36.5187,0
43,23,1,33.1415,34.7798,1.2,2.23054,32.4424,36.5187,0
44,23,1,35.6507,34.7798,1.2,2.29342,34.9138,36.5187,0
45,23,1,38.2766,34.7798,1.2,2.35842,37.5009,36.5187,0
46,23,1,41.0218,34.7798,1.2,2.42557,40.2064,36.5187,0
47,23,1,43.889,34.7798,1.2,2.49495,43.0329,36.5187,0
48,23,1,46.8809,34.7798,1.2,2.56659,45.9831,36.5187,0
49,23,1,50,34.7798,1.2,2.64056,49.0594,36.5187,0
0,24,1,-2,37.8698,1.2,1.03647,-1.85647,39.7633,0
1,24,1,-1.99956,37.8698,1.2,1.03652,-1.85607,39.7633,0
2,24,1,-1.99646,37.8698,1.2,1.03691,-1.85334,39.7633,0
3,24,1,-1.98807,37.8698,1.2,1.03794,-1.84588,39.7633,0
4,24,1,-1.97171,37.8698,1.2,1.03982,-1.83125,39.7633,0
5,24,1,-1.94475,37.8698,1.2,1.04291,-1.80711,39.7633,0
6,24,1,-1.90453,37.8698,1.2,1.0475,-1.77108,39.7633,0
7,24,1,-1.8484,37.8698,1.2,1.05333,-1.72021,39.7633,0
8,24,1,-1.7737,37.8698,1.2,1.06082,-1.65226,39.7633,0
9,24,1,-1.67779,37.8698,1.2,1.06986,-1.56442,39.7633,0
10,24,1,-1.55801,37.8698,1.2,1.08033,-1.45392,39.7633,0
11,24,1,-1.41171,37.8698,1.2,1.0924,-1.31823,39.7633,0
12,24,1,-1.23624,37.8698,1.2,1.10602,-1.15462,39.7633,0
13,24,1,-1.02894,37.8698,1.2,1.12113,-0.960359,39.7633,0
14,24,1,-0.787172,37.8698,1.2,1.13768,-0.732728,39.7633,0
15,24,1,-0.508275,37.8698,1.2,1.15565,-0.469009,39.7633,0
16,24,1,-0.189598,37.8698,1.2,1.175,-0.166492,39.7633,0
17,24,1,0.17151,37.8698,1.2,1.19569,0.177532,39.7633,0
18,24,1,0.577701,37.8698,1.2,1.21755,0.565926,39.7633,0
19,24,1,1.03163,37.8698,1.2,1.24066,1.00128,39.7633,0
20,24,1,1.53594,37.8698,1.2,1.26509,1.48621,39.7633,0
21,24,1,2.09329,37.8698,1.2,1.29084,2.02339,39.7633,0
22,24,1,2.70634,37.8698,1.2,1.31791,2.61549,39.7633,0
23,24,1,3.37773,37.8698,1.2,1.3463,3.2652,39.7633,0
24,24,1,4.11011,37.8698,1.2,1.37604,3.97517,39.7633,0
25,24,1,4.90614,37.8698,1.2,1.40712,4.74807,39.7633,0
26,24,1,5.76846,37.8698,1.2,1.43958,5.58657,39.7633,0
27,24,1,6.69974,37.8698,1.2,1.47343,6.49331,39.7633,0
28,24,1,7.70262,37.8698,1.2,1.50868,7.47097,39.7633,0
29,24,1,8.77976,37.8698,1.2,1.54538,8.52217,39.7633,0
30,24,1,9.9338,37.8698,1.2,1.58356,9.64959,39.7633,0
31,24,1,11.1674,37.8698,1.2,1.62323,10.8559,39.7633,0
32,24,1,12.4832,37.8698,1.2,1.66444,12.1436,39.7633,0
33,24,1,13.8839,37.8698,1.2,1.70722,13.5155,39.7633,0
34,24,1,15.3721,37.8698,1.2,1.75161,14.9742,39.7633,0
35,24,1,16.9504,37.8698,1.2,1.79765,16.5223,39.7633,0
36,24,1,18.6216,37.8698,1.2,1.84538,18.1625,39.7633,0
37,24,1,20.3883,37.8698,1.2,1.89484,19.8973,39.7633,0
38,24,1,22.253,37.8698,1.2,1.94608,21.7295,39.7633,0
39,24,1,24.2186,37.8698,1.2,1.99914,23.6616,39.7633,0
40,24,1,26.2875,37.8698,1.2,2.05407,25.6963,39.7633,0
41,24,1,28.4626,37.8698,1.2,2.11091,27.8363,39.7633,0
42,24,1,30.7464,37.8698,1.2,2.16972,30.0841,39.7633,0
43,24,1,33.1415,37.8698,1.2,2.23054,32.4424,39.7633,0
44,24,1,35.6507,37.8698,1.2,2.29342,34.9138,39.7633,0
45,24,1,38.2766,37.8698,1.2,2.35842,37.5009,39.7633,0
46,24,1,41.0218,37.8698,1.2,2.42557,40.2064,39.7633,0
47,24,1,43.889,37.8698,1.2,2.49495,43.0329,39.7633,0
48,24,1,46.8809,37.8698,1.2,2.56659,45.9831,39.7633,0
49,24,1,50,37.8698,1.2,2.64056,49.0594,39.7633,0
0,25,1,-2,41.0914,1.2,1.03647,-1.85647,43.146,0
1,25,1,-1.99956,41.0914,1.2,1.03652,-1.85607,43.146,0
2,25,1,-1.99646,41.0914,1.2,1.03691,-1.85334,43.146,0
3,25,1,-1.98807,41.0914,1.2,1.03794,-1.84588,43.146,0
4,25,1,-1.97171,41.0914,1.2,1.03982,-1.83125,43.146,0
5,25,1,-1.94475,41.0914,1.2,1.04291,-1.80711,43.146,0
6,25,1,-1.90453,41.0914,1.2,1.0475,-1.77108,43.146,0
7,25,1,-1.8484,41.0914,1.2,1.05333,-1.72021,43.146,0
8,25,1,-1.7737,41.0914,1.2,1.06082,-1.65226,43.146,0
9,25,1,-1.67779,41.0914,1.2,1.06986,-1.56442,43.146,0
10,25,1,-1.55801,41.0914,1.2,1.08033,-1.45392,43.146,0
11,25,1,-1.41171,41.0914,1.2,1.0924,-1.31823,43.146,0
12,25,1,-1.23624,41.0914,1.2,1.10602,-1.15462,43.146,0
13,25,1,-1.02894,41.0914,1.2,1.12113,-0.960359,43.146,0
14,25,1,-0.787172,41.0914,1.2,1.13768,-0.732728,43.146,0
15,25,1,-0.508275,41.0914,1.2,1.15565,-0.469009,43.146,0
16,25,1,-0.189598,41.0914,1.2,1.175,-0.166492,43.146,0
17,25,1,0.17151,41.0914,1.2,1.19569,0.177532,43.146,0
18,25,1,0.577701,41.0914,1.2,1.21755,0.565926,43.146,0
19,25,1,1.03163,41.0914,1.2,1.24066,1.00128,43.146,0
20,25,1,1.53594,41.0914,1.2,1.26509,1.48621,43.146,0
21,25,1,2.09329,41.0914,1.2,1.29084,2.02339,43.146,0
22,25,1,2.70634,41.0914,1.2,1.31791,2.61549,43.146,0
23,25,1,3.37773,41.0914,1.2,1.3463,3.2652,43.146,0
24,25,1,4.11011,41.0914,1.2,1.37604,3.97517,43.146,0
25,25,1,4.90614,41.0914,1.2,1.40712,4.74807,43.146,0
26,25,1,5.76846,41.0914,1.2,1.43958,5.58657,43.146,0
27,25,1,6.69974,41.0914,1.2,1.47343,6.49331,43.146,0
28,25,1,7.70262,41.0914,1.2,1.50868,7.47097,43.146,0
29,25,1,8.77976,41.0914,1.2,1.54538,8.52217,43.146,0
30,25,1,9.9338,41.0914,1.2,1.58356,9.64959,43.146,0
31,25,1,11.1674,41.0914,1.2,1.62323,10.8559,43.146,0
32,25,1,12.4832,41.0914,1.2,1.66444,12.1436,43.146,0
33,25,1,13.8839,41.0914,1.2,1.70722,13.5155,43.146,0
34,25,1,15.3721,41.0914,1.2,1.75161,14.9742,43.146,0
35,25,1,16.9504,41.0914,1.2,1.79765,16.5223,43.146,0
36,25,1,18.6216,41.0914,1.2,1.84538,18.1625,43.146,0
37,25,1,20.3883,41.0914,1.2,1.89484,19.8973,43.146,0
38,25,1,22.253,41.0914,1.2,1.94608,21.7295,43.146,0
39,25,1,24.2186,41.0914,1.2,1.99914,23.6616,43.146,0
40,25,1,26.2875,41.0914,1.2,2.05407,25.6963,43.146,0
41,25,1,28.4626,41.0914,1.2,2.11091,27.8363,43.146,0
42,25,1,30.7464,41.0914,1.2,2.16972,30.0841,43.146,0
43,25,1,33.1415,41.0914,1.2,2.23054,32.4424,43.146,0
44,25,1,35.6507,41.0914,1.2,2.29342,34.9138,43.146,0
45,25,1,38.2766,41.0914,1.2,2.35842,37.5009,43.146,0
46,25,1,41.0218,41.0914,1.2,2.42557,40.2064,43.146,0
47,25,1,43.889,41.0914,1.2,2.49495,43.0329,43.146,0
48,25,1,46.8809,41.0914,1.2,2.56659,45.9831,43.146,0
49,25,1,50,41.0914,1.2,2.64056,49.0594,43.146,0
0,26,1,-2,44.4444,1.2,1.03647,-1.85647,46.6667,0
1,26,1,-1.99956,44.4444,1.2,1.03652,-1.85607,46.6667,0
2,26,1,-1.99646,44.4444,1.2,1.03691,-1.85334,46.6667,0
3,26,1,-1.98807,44.4444,1.2,1.03794,-1.84588,46.6667,0
4,26,1,-1.97171,44.4444,1.2,1.03982,-1.83125,46.6667,0
5,26,1,-1.94475,44.4444,1.2,1.04291,-1.80711,46.6667,0
6,26,1,-1.90453,44.4444,1.2,1.0475,-1.77108,46.6667,0
7,26,1,-1.8484,44.4444,1.2,1.05333,-1.72021,46.6667,0
8,26,1,-1.7737,44.4444,1.2,1.06082,-1.65226,46.6667,0
9,26,1,-1.67779,44.4444,1.2,1.06986,-1.56442,46.6667,0
10,26,1,-1.55801,44.4444,1.2,1.08033,-1.45392,46.6667,0
11,26,1,-1.41171,44.4444,1.2,1.0924,-1.31823,46.6667,0
12,26,1,-1.23624,44.4444,1.2,1.10602,-1.15462,46.6667,0
13,26,1,-1.02894,44.4444,1.2,1.12113,-0.960359,46.6667,0
14,26,1,-0.787172,44.4444,1.2,1.13768,-0.732728,46.6667,0
15,26,1,-0.508275,44.4444,1.2,1.15565,-0.469009,46.6667,0
16,26,1,-0.189598,44.4444,1.2,1.175,-0.166492,46.6667,0
17,26,1,0.17151,44.4444,1.2,1.19569,0.177532,46.6667,0
18,26,1,0.577701,44.4444,1.2,1.21755,0.565926,46.6667,0
19,26,1,1.03163,44.4444,1.2,1.24066,1.00128,46.6667,0
20,26,1,1.53594,44.4444,1.2,1.26509,1.48621,46.6667,0
21,26,1,2.09329,44.4444,1.2,1.29084,2.02339,46.6667,0
22,26,1,2.70634,44.4444,1.2,1.31791,2.61549,46.6667,0
23,26,1,3.37773,44.4444,1.2,1.3463,3.2652,46.6667,0
24,26,1,4.11011,44.4444,1.2,1.37604,3.97517,46.6667,0
25,26,1,4.90614,44.4444,1.2,1.40712,4.74807,46.6667,0
26,26,1,5.76846,44.4444,1.2,1.43958,5.58657,46.6667,0
27,26,1,6.69974,44.4444,1.2,1.47343,6.49331,46.6667,0
28,26,1,7.70262,44.4444,1.2,1.50868,7.47097,46.6667,0
29,26,1,8.77976,44.4444,1.2,1.54538,8.52217,46.6667,0
30,26,1,9.9338,44.4444,1.2,1.58356,9.64959,46.6667,0
31,26,1,11.1674,44.4444,1.2,1.62323,10.8559,46.6667,0
32,26,1,12.4832,44.4444,1.2,1.66444,12.1436,46.6667,0
33,26,1,13.8839,44.4444,1.2,1.70722,13.5155,46.6667,0
34,26,1,15.3721,44.4444,1.2,1.75161,14.9742,46.6667,0
35,26,1,16.9504,44.4444,1.2,1.79765,16.5223,46.6667,0
36,26,1,18.6216,44.4444,1.2,1.84538,18.1625,46.6667,0
37,26,1,20.3883,44.4444,1.2,1.89484,19.8973,46.6667,0
38,26,1,22.253,44.4444,1.2,1.94608,21.7295,46.6667,0
39,26,1,24.2186,44.4444,1.2,1.99914,23.6616,46.6667,0
40,26,1,26.2875,44.4444,1.2,2.05407,25.6963,46.6667,0
41,26,1,28.4626,44.4444,1.2,2.11091,27.8363,46.6667,0
42,26,1,30.7464,44.4444,1.2,2.16972,30.0841,46.6667,0
43,26,1,33.1415,44.4444,1.2,2.23054,32.4424,46.6667,0
44,26,1,35.6507,44.4444,1.2,2.29342,34.9138,46.6667,0
45,26,1,38.2766,44.4444,1.2,2.35842,37.5009,46.6667,0
46,26,1,41.0218,44.4444,1.2,2.42557,40.2064,46.6667,0
47,26,1,43.889,44.4444,1.2,2.49495,43.0329,46.6667,0
48,26,1,46.8809,44.4444,1.2,2.56659,45.9831,46.6667,0
49,26,1,50,44.4444,1.2,2.64056,49.0594,46.6667,0
0,27,1,-2,47.929,1.2,1.03647,-1.85647,50.3254,0
1,27,1,-1.99956,47.929,1.2,1.03652,-1.85607,50.3254,0
2,27,1,-1.99646,47.929,1.2,1.03691,-1.85334,50.3254,0
3,27,1,-1.98807,47.929,1.2,1.03794,-1.84588,50.3254,0
4,27,1,-1.97171,47.929,1.2,1.03982,-1.83125,50.3254,0
5,27,1,-1.94475,47.929,1.2,1.04291,-1.80711,50.3254,0
6,27,1,-1.90453,47.929,1.2,1.0475,-1.77108,50.3254,0
7,27,1,-1.8484,47.929,1.2,1.05333,-1.72021,50.3254,0
8,27,1,-1.7737,47.929,1.2,1.06082,-1.65226,50.3254,0
9,27,1,-1.67779,47.929,1.2,1.06986,-1.56442,50.3254,0
10,27,1,-1.55801,47.929,1.2,1.08033,-1.45392,50.3254,0
11,27,1,-1.41171,47.929,1.2,1.0924,-1.31823,50.3254,0
12,27,1,-1.23624,47.929,1.2,1.10602,-1.15462,50.3254,0
13,27,1,-1.02894,47.929,1.2,1.12113,-0.960359,50.3254,0
14,27,1,-0.787172,47.929,1.2,1.13768,-0.732728,50.3254,0
15,27,1,-0.508275,47.929,1.2,1.15565,-0.469009,50.3254,0
16,27,1,-0.189598,47.929,1.2,1.175,-0.166492,50.3254,0
17,27,1,0.17151,47.929,1.2,1.19569,0.177532,50.3254,0
18,27,1,0.577701,47.929,1.2,1.21755,0.565926,50.3254,0
19,27,1,1.03163,47.929,1.2,1.24066,1.00128,50.3254,0
20,27,1,1.53594,47.929,1.2,1.26509,1.48621,50.3254,0
21,27,1,2.09329,47.929,1.2,1.29084,2.02339,50.3254,0
22,27,1,2.70634,47.929,1.2,1.31791,2.61549,50.3254,0
23,27,1,3.37773,47.929,1.2,1.3463,3.2652,50.3254,0
24,27,1,4.11011,47.929,1.2,1.37604,3.97517,50.3254,0
25,27,1,4.90614,47.929,1.2,1.40712,4.74807,50.3254,0
26,27,1,5.76846,47.929,1.2,1.43958,5.58657,50.3254,0
27,27,1,6.69974,47.929,1.2,1.47343,6.49331,50.3254,0
28,27,1,7.70262,47.929,1.2,1.50868,7.47097,50.3254,0
29,27,1,8.77976,47.929,1.2,1.54538,8.52217,50.3254,0
30,27,1,9.9338,47.929,1.2,1.58356,9.64959,50.3254,0
31,27,1,11.1674,47.929,1.2,1.62323,10.8559,50.3254,0
32,27,1,12.4832,47.929,1.2,1.66444,12.1436,50.3254,0
33,27,1,13.8839,47.929,1.2,1.70722,13.5155,50.3254,0
34,27,1,15.3721,47.929,1.2,1.75161,14.9742,50.3254,0
35,27,1,16.9504,47.929,1.2,1.79765,16.5223,50.3254,0
36,27,1,18.6216,47.929,1.2,1.84538,18.1625,50.3254,0
37,27,1,20.3883,47.929,1.2,1.89484,19.8973,50.3254,0
38,27,1,22.253,47.929,1.2,1.94608,21.7295,50.3254,0
39,27,1,24.2186,47.929,1.2,1.99914,23.6616,50.3254,0
40,27,1,26.2875,47.929,1.2,2.05407,25.6963,50.3254,0
